"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate","full_image_psnr","full_image_mismatch_pixels"
"1873","2255","Meningioma__enh_794","train","Meningioma","Meningioma__enh_1420","train","Meningioma","10","0.99993","0.9125","flip_h","0.99980228","0.575958","0.951803","0.957643814","215","True","48.559859","118367"
"1874","2142","Meningioma__enh_795","train","Meningioma","Meningioma__enh_1258","train","Meningioma","12","0.999903","0.907895","flip_h","0.999734046","0.560177","0.924654","0.92578986","707","True","48.811222","117230"
"1878","5130","Meningioma__enh_804","train","Meningioma","Meningioma__enh_1081","val","Meningioma","8","0.999928","0.972973","flip_h","0.9997298","0.625969","1.051322","0.926680244","180","True","47.696088","118960"
"1880","2062","Meningioma__enh_806","train","Meningioma","Meningioma__enh_1086","train","Meningioma","10","0.999931","0.933775","flip_h","0.999807485","0.552414","0.926416","0.948833789","487","True","48.794686","114195"
"1881","2091","Meningioma__enh_807","train","Meningioma","Meningioma__enh_1167","train","Meningioma","11","0.999884","0.89899","flip_h","0.999700002","0.499207","0.890115","0.89452496","655","False","49.141880","102424"
"1882","5135","Meningioma__enh_808","train","Meningioma","Meningioma__enh_1169","val","Meningioma","7","0.99994","0.827586","flip_h","0.999802691","0.546814","0.958342","0.858757062","500","False","48.500396","107339"
"1887","6140","Meningioma__enh_815","train","Meningioma","Meningioma__enh_1190","test","Meningioma","12","0.999935","0.929412","flip_h","0.999830112","0.575001","0.924868","0.946232558","289","True","48.809208","121235"
"1888","6142","Meningioma__enh_817","train","Meningioma","Meningioma__enh_1195","test","Meningioma","9","0.999934","0.94186","flip_h","0.999801687","0.588791","0.984828","0.941572625","321","True","48.263593","117834"
"1890","6146","Meningioma__enh_820","train","Meningioma","Meningioma__enh_1206","test","Meningioma","9","0.999923","0.864865","flip_h","0.999727861","0.633305","1.043888","0.906189762","438","True","47.757724","120796"
"1891","2083","Meningioma__enh_822","train","Meningioma","Meningioma__enh_1154","train","Meningioma","9","0.999931","0.642857","flip_h","0.999720774","0.652775","1.086438","0.671067961","847","False","47.410705","121499"
"1893","2069","Meningioma__enh_827","train","Meningioma","Meningioma__enh_1094","train","Meningioma","12","0.999944","0.959459","flip_h","0.999822271","0.564095","0.961497","0.91273162","438","True","48.471844","112768"
"1894","2074","Meningioma__enh_829","train","Meningioma","Meningioma__enh_1100","train","Meningioma","10","0.999917","0.93617","flip_h","0.999706203","0.644608","1.058003","0.918116684","240","True","47.641069","123415"
"1898","2052","Meningioma__enh_838","train","Meningioma","Meningioma__enh_1072","train","Meningioma","12","0.999936","0.920635","flip_h","0.999808578","0.606346","0.991841","0.924928067","287","True","48.201959","123204"
"1913","5171","Meningioma__enh_873","train","Meningioma","Meningioma__enh_1436","val","Meningioma","4","0.999926","0.939759","flip_h","0.999760825","0.684544","1.058426","0.946988891","272","True","47.637592","136089"
"1916","2275","Meningioma__enh_876","train","Meningioma","Meningioma__enh_1448","train","Meningioma","10","0.999939","0.793103","flip_h","0.999766676","0.798508","1.167243","0.804118268","371","False","46.787575","153431"
"1918","2281","Meningioma__enh_879","train","Meningioma","Meningioma__enh_1458","train","Meningioma","12","0.99988","0.90566","flip_h","0.999561332","0.847515","1.188991","0.885168869","391","False","46.627231","164722"
"1919","5179","Meningioma__enh_881","train","Meningioma","Meningioma__enh_1465","val","Meningioma","3","0.99993","0.893939","flip_h","0.999751877","0.726994","1.111936","0.962059621","154","True","47.209212","140454"
"1920","2287","Meningioma__enh_882","train","Meningioma","Meningioma__enh_1468","train","Meningioma","8","0.999957","0.871795","flip_h","0.999859188","0.682289","1.040534","0.894916702","246","False","47.785681","138707"
"1921","2289","Meningioma__enh_883","train","Meningioma","Meningioma__enh_1471","train","Meningioma","8","0.99995","0.944444","flip_h","0.999831371","0.669941","1.041184","0.937586926","359","True","47.780252","133697"
"1922","5180","Meningioma__enh_884","train","Meningioma","Meningioma__enh_1474","val","Meningioma","9","0.999928","0.922222","flip_h","0.999775526","0.694717","1.045869","0.918082095","463","True","47.741259","141932"
"1923","2296","Meningioma__enh_885","train","Meningioma","Meningioma__enh_1480","train","Meningioma","10","0.999916","0.733333","flip_h","0.999730707","0.671524","1.056599","0.862569832","123","False","47.652599","132770"
"1924","6192","Meningioma__enh_887","train","Meningioma","Meningioma__enh_1485","test","Meningioma","12","0.999948","0.891304","flip_h","0.999800696","0.699577","1.090061","0.91538192","483","True","47.381790","135073"
"1925","2392","Meningioma__enh_891","train","Meningioma","Meningioma__enh_1640","train","Meningioma","10","0.999922","0.843478","flip_h","0.999748159","0.667503","1.043002","0.873604911","906","False","47.765104","133072"
"1927","2303","Meningioma__enh_893","train","Meningioma","Meningioma__enh_1509","train","Meningioma","8","0.999901","0.933333","flip_h","0.999666","0.700302","1.073704","0.925916161","281","True","47.513115","138558"
"1928","2308","Meningioma__enh_894","train","Meningioma","Meningioma__enh_1516","train","Meningioma","9","0.999929","0.888889","flip_h","0.999764322","0.659393","1.029095","0.828318584","485","False","47.881695","132496"
"1929","2312","Meningioma__enh_895","train","Meningioma","Meningioma__enh_1520","train","Meningioma","8","0.999932","0.880342","flip_h","0.999768376","0.677864","1.06098","0.921157274","575","True","47.616658","133614"
"1931","6197","Meningioma__enh_899","train","Meningioma","Meningioma__enh_1535","test","Meningioma","8","0.999911","0.835821","flip_h","0.999741531","0.624058","0.984668","0.805136664","827","False","48.265011","128335"
"1932","2322","Meningioma__enh_900","train","Meningioma","Meningioma__enh_1540","train","Meningioma","8","0.99994","0.415385","flip_h","0.999766627","0.789494","1.162743","0.393903592","2565","False","46.821131","151782"
"1934","5189","Meningioma__enh_902","train","Meningioma","Meningioma__enh_1545","val","Meningioma","9","0.999949","0.965517","flip_h","0.999811981","0.7234","1.111874","0.92244898","152","True","47.209694","139573"
"1935","5192","Meningioma__enh_906","train","Meningioma","Meningioma__enh_1566","val","Meningioma","11","0.999933","0.932099","flip_h","0.999778152","0.674309","1.046091","0.953001077","480","True","47.739412","134335"
"1936","2344","Meningioma__enh_907","train","Meningioma","Meningioma__enh_1571","train","Meningioma","8","0.999913","0.9375","flip_h","0.999726506","0.694309","1.063105","0.931837699","635","True","47.599282","138789"
"1937","2347","Meningioma__enh_908","train","Meningioma","Meningioma__enh_1574","train","Meningioma","12","0.999944","0.953488","flip_h","0.999828272","0.665726","1.026404","0.909184373","265","True","47.904438","135297"
"1938","2350","Meningioma__enh_909","train","Meningioma","Meningioma__enh_1579","train","Meningioma","12","0.999926","0.953947","flip_h","0.999759653","0.688141","1.061534","0.955929404","427","True","47.612127","137889"
"1940","6207","Meningioma__enh_911","train","Meningioma","Meningioma__enh_1586","test","Meningioma","7","0.99991","0.904762","flip_h","0.999750316","0.664436","1.011726","0.908284024","124","True","48.029543","138342"
"1941","2369","Meningioma__enh_912","train","Meningioma","Meningioma__enh_1611","train","Meningioma","9","0.999938","0.893048","flip_h","0.999767559","0.809208","1.167346","0.892689746","1305","False","46.786809","156919"
"1942","2328","Meningioma__enh_914","train","Meningioma","Meningioma__enh_1547","train","Meningioma","12","0.999939","0.907895","flip_h","0.99982162","0.610603","0.969836","0.948101266","246","True","48.396836","126085"
"1944","5196","Meningioma__enh_916","train","Meningioma","Meningioma__enh_1595","val","Meningioma","10","0.999929","0.319149","flip_h","0.999742097","0.726131","1.108417","0.324720893","2117","False","47.236741","141018"
"1946","2363","Meningioma__enh_918","train","Meningioma","Meningioma__enh_1602","train","Meningioma","9","0.999911","0.933775","flip_h","0.999702322","0.693058","1.060342","0.943611404","534","True","47.621886","137969"
"1948","2368","Meningioma__enh_920","train","Meningioma","Meningioma__enh_1609","train","Meningioma","9","0.999927","0.878788","flip_h","0.999765454","0.683239","1.039901","0.940114068","126","True","47.790963","138256"
"1957","2566","Meningioma__enh_948","train","Meningioma","Meningioma__enh_1909","train","Meningioma","11","0.999918","0.892857","flip_h","0.999722881","0.820602","1.162636","0.879088785","207","False","46.821927","162836"
"1958","2569","Meningioma__enh_949","train","Meningioma","Meningioma__enh_1912","train","Meningioma","11","0.999947","0.909091","flip_h","0.999824233","0.773739","1.095553","0.918858002","108","True","47.338133","160090"
"1961","2577","Meningioma__enh_952","train","Meningioma","Meningioma__enh_1924","train","Meningioma","11","0.999897","0.914894","flip_h","0.999665017","0.809845","1.143678","0.910181582","277","True","46.964731","161410"
"1966","6255","Meningioma__enh_960","train","Meningioma","Meningioma__enh_1958","test","Meningioma","8","0.999934","1","flip_h","0.999746385","0.854771","1.205037","0.961971601","233","True","46.510796","165157"
"1968","2610","Meningioma__enh_963","train","Meningioma","Meningioma__enh_1970","train","Meningioma","7","0.999908","0.966102","flip_h","0.999702123","0.778931","1.105872","0.962979056","426","True","47.256703","158744"
"1969","2616","Meningioma__enh_964","train","Meningioma","Meningioma__enh_1977","train","Meningioma","11","0.99993","0.873563","flip_h","0.999758337","0.799015","1.145995","0.89896608","557","False","46.947148","158956"
"1973","2626","Meningioma__enh_968","train","Meningioma","Meningioma__enh_1993","train","Meningioma","11","0.999915","0.75","flip_h","0.999729974","0.794369","1.123013","0.89787234","192","False","47.123109","161643"
"1976","2638","Meningioma__enh_973","train","Meningioma","Meningioma__enh_2011","train","Meningioma","7","0.999915","0.891892","flip_h","0.999722685","0.795708","1.139203","0.879396985","576","False","46.998783","158658"
"1980","2611","Meningioma__enh_978","train","Meningioma","Meningioma__enh_1972","train","Meningioma","9","0.999927","0.867925","flip_h","0.999735015","0.820625","1.162456","0.88448176","399","False","46.823276","162158"
"1982","2645","Meningioma__enh_981","train","Meningioma","Meningioma__enh_2020","train","Meningioma","10","0.999901","0.957672","flip_h","0.999692828","0.770645","1.102428","0.952725479","575","True","47.283800","156377"
"1984","2651","Meningioma__enh_984","train","Meningioma","Meningioma__enh_2034","train","Meningioma","12","0.999923","0.915254","flip_h","0.9997365","0.774776","1.116144","0.939591078","455","True","47.176400","155228"
"1986","5263","Meningioma__enh_986","train","Meningioma","Meningioma__enh_2042","val","Meningioma","10","0.999894","0.833333","flip_h","0.999683871","0.729961","1.069979","0.861248455","898","False","47.543297","149317"
"1989","5267","Meningioma__enh_990","train","Meningioma","Meningioma__enh_2057","val","Meningioma","11","0.999922","0.88764","flip_h","0.999758011","0.796555","1.127642","0.88725142","635","False","47.087381","160482"
"1992","2676","Meningioma__enh_993","train","Meningioma","Meningioma__enh_2069","train","Meningioma","12","0.999944","0.940476","flip_h","0.999799052","0.816505","1.145711","0.912210846","463","True","46.949306","163702"
"1996","2536","Meningioma__enh_999","train","Meningioma","Meningioma__enh_1872","train","Meningioma","10","0.999943","0.987179","flip_h","0.999792279","0.782074","1.132678","0.968681209","313","True","47.048676","155393"
"1997","2540","Meningioma__enh_1000","train","Meningioma","Meningioma__enh_1876","train","Meningioma","7","0.999877","0.901961","flip_h","0.999595025","0.802589","1.143284","0.908656808","593","True","46.967721","160211"
"2001","2555","Meningioma__enh_1004","train","Meningioma","Meningioma__enh_1895","train","Meningioma","9","0.999944","0.744186","flip_h","0.999824881","0.732819","1.053736","0.697598253","831","False","47.676169","153247"
"2003","2208","Meningioma__enh_1006","train","Meningioma","Meningioma__enh_1354","train","Meningioma","9","0.999919","0.878049","flip_h","0.999708189","0.626171","1.046698","0.869815668","339","False","47.734374","119733"
"2005","5161","Meningioma__enh_1008","train","Meningioma","Meningioma__enh_1350","val","Meningioma","4","0.999936","0.847826","flip_h","0.999775322","0.59478","1.014719","0.845762712","455","False","48.003884","114913"
"2006","2173","Meningioma__enh_1010","train","Meningioma","Meningioma__enh_1310","train","Meningioma","8","0.999935","0.742268","flip_h","0.999783288","0.5695","0.970255","0.745691738","1579","False","48.393086","113014"
"2007","6177","Meningioma__enh_1011","train","Meningioma","Meningioma__enh_1374","test","Meningioma","10","0.999926","0.924528","flip_h","0.999792351","0.577351","0.955653","0.877844311","408","False","48.524798","118026"
"2008","2238","Meningioma__enh_1013","train","Meningioma","Meningioma__enh_1397","train","Meningioma","10","0.999924","0.841667","flip_h","0.999791536","0.590778","0.953843","0.854543074","1111","False","48.541264","123162"
"2011","6160","Meningioma__enh_1017","train","Meningioma","Meningioma__enh_1276","test","Meningioma","9","0.99993","0.684211","flip_h","0.999778581","0.573086","0.979525","0.70670148","674","False","48.310495","112841"
"2014","2157","Meningioma__enh_1021","train","Meningioma","Meningioma__enh_1286","train","Meningioma","11","0.999928","0.828125","flip_h","0.999804375","0.535271","0.900973","0.888438134","440","False","49.036568","112314"
"2020","2210","Meningioma__enh_1029","train","Meningioma","Meningioma__enh_1356","train","Meningioma","9","0.999919","0.884615","flip_h","0.9997609","0.53392","0.943151","0.888097043","738","False","48.639178","106766"
"2025","5163","Meningioma__enh_1036","train","Meningioma","Meningioma__enh_1367","val","Meningioma","12","0.999932","0.816092","flip_h","0.999798274","0.574444","0.957161","0.813713486","1065","False","48.511106","117155"
"2030","2221","Meningioma__enh_1041","train","Meningioma","Meningioma__enh_1376","train","Meningioma","11","0.999949","0.918367","flip_h","0.999835388","0.547455","0.949528","0.910543131","280","True","48.580647","109153"
"2031","2222","Meningioma__enh_1042","train","Meningioma","Meningioma__enh_1377","train","Meningioma","11","0.999944","0.938202","flip_h","0.999828583","0.529884","0.922165","0.92773729","823","True","48.834635","107051"
